pair_id,cmi_score,cmi_legacy_recomputed,cmi_v2_exclude,cmi_v2_hindi,cmi_v2_english
P01534,0.4390243902439024,0.43902439024390244,18.461538461538463,18.181818181818176,19.696969696969703
P01071,0.2727272727272727,0.2727272727272727,36.58536585365854,36.58536585365854,36.58536585365854
P02959,0.3888888888888889,0.3888888888888889,38.46153846153846,38.46153846153846,38.46153846153846
P00619,0.4274193548387097,0.4274193548387097,20.2020202020202,20.2020202020202,20.2020202020202
P01495,0.5,0.5,26.315789473684216,26.315789473684216,26.315789473684216
P02236,0.4225352112676056,0.4225352112676056,33.84615384615385,33.84615384615385,33.84615384615385
P02280,0.34375,0.34375,27.450980392156865,26.923076923076927,28.846153846153843
P02879,0.4012738853503185,0.4012738853503185,42.307692307692314,40.44117647058824,44.85294117647059
P01181,0.4805194805194805,0.4805194805194805,31.506849315068497,31.506849315068497,31.506849315068497
P01503,0.4054054054054054,0.40540540540540543,44.230769230769226,44.230769230769226,44.230769230769226
P00026,0.4561403508771929,0.45614035087719296,30.76923076923077,30.76923076923077,30.76923076923077
P01207,0.3027522935779816,0.30275229357798167,49.46236559139785,50.0,48.93617021276596
P01461,0.4716981132075472,0.4716981132075472,31.000000000000007,31.000000000000007,31.000000000000007
P01792,0.4,0.4,34.54545454545455,34.54545454545455,34.54545454545455
P01518,0.4689655172413793,0.4689655172413793,18.75,18.3206106870229,20.610687022900763
P00429,0.3917525773195876,0.3917525773195876,33.333333333333336,33.333333333333336,33.333333333333336
P00215,0.5280898876404494,0.5280898876404494,21.052631578947366,21.052631578947366,21.052631578947366
P00162,0.4256756756756756,0.42567567567567566,20.68965517241379,20.33898305084746,22.033898305084744
P01020,1.0,1.0,0.0,0.0,0.0
P02415,0.411214953271028,0.411214953271028,27.173913043478258,27.173913043478258,27.173913043478258
P00804,0.396551724137931,0.39655172413793105,44.44444444444444,44.44444444444444,44.44444444444444
P01279,0.3412698412698413,0.3412698412698413,38.738738738738746,38.738738738738746,38.738738738738746
P01912,0.3069767441860465,0.30697674418604654,37.5,37.5,37.5
P00281,0.3644067796610169,0.3644067796610169,38.53211009174312,38.53211009174312,38.53211009174312
P01647,0.4802631578947368,0.48026315789473684,32.41379310344827,32.41379310344827,32.41379310344827
